day_index,date,history_days_used,candidate,method,quantile,margin_kw,historical_score,realized_candidate_score,mae_kw,daily_energy_error_kwh
162,2025-06-12,162,mean7_q85,mean7,0.85,509.6032928571426,8097.714133946694,5573.4669966188085,270.02415143849197,-6423.35576785714
163,2025-06-13,163,mean7_q85,mean7,0.85,510.491634285714,8109.708209622406,7704.301480266238,271.156796547619,-5003.236520952379
164,2025-06-14,164,mean7_q85,mean7,0.85,525.5847614285713,8187.387260800202,8124.452620323071,351.1567251686508,-7485.847740714284
165,2025-06-15,165,mean7_q85,mean7,0.85,537.6910714285705,8303.125354133108,6627.069094564516,325.111194444444,-7759.139347619035
166,2025-06-16,166,mean7_q85,mean7,0.85,540.3841399999997,8253.142535360856,6143.020112238664,297.34663394841255,-6894.3531347619
167,2025-06-17,167,mean7_q85,mean7,0.85,524.3215714285709,8179.325614598603,9439.35489694119,302.5341689484125,-4769.096659523801
168,2025-06-18,168,mean7_q85,mean7,0.85,526.7682971428571,8267.797401866652,7559.605769455331,356.45192496031746,-8554.846199047617
169,2025-06-19,169,mean7_q85,mean7,0.85,527.4827857142864,8276.381829182179,9195.254659562626,463.78488253968294,-11130.83718095239
170,2025-06-20,170,mean7_q85,mean7,0.85,513.5396514285709,8346.624188163249,8375.883036527328,419.1321421825394,-10059.171412380945
171,2025-06-21,171,mean7_q85,mean7,0.85,498.6954771428571,8379.623714826883,9623.003453287904,521.4642098214287,-12465.264713809524
172,2025-06-22,172,mean7_q85,mean7,0.85,499.15515142857106,8533.619454418373,8082.053057421852,368.5623018253966,-8614.657898095233
173,2025-06-23,173,mean7_q85,mean7,0.85,502.9797999999996,8635.542830071232,7291.203382269281,372.68791874999977,-8876.308354761899
174,2025-06-24,174,mean7_q85,mean7,0.85,498.47871142857053,8647.96181143452,12254.81295001796,228.87624130952372,633.7516104762008
175,2025-06-25,175,mean7_q85,mean7,0.85,544.1445907142868,8848.453010244844,7998.3805354669175,299.0485281299607,-5241.360142738111
176,2025-06-26,176,mean7_q85,mean7,0.85,528.8812785714282,8801.18099945265,6784.934813621422,347.90188477182505,-8339.706851190469
177,2025-06-27,177,mean7_q85,mean7,0.85,526.0528157142855,8828.13078277668,7230.853439039354,372.2428531448411,-8933.828475476186
178,2025-06-28,178,mean7_q80,mean7,0.8,360.42587714285696,8799.55269787591,5256.399160582048,260.3078795436507,-5713.521696666663
179,2025-06-29,179,mean7_q80,mean7,0.8,350.0462914285716,8723.536233798155,6196.112796274666,244.4095010912699,-4268.840653809526
180,2025-06-30,180,mean7_q80,mean7,0.8,344.89321428571475,8734.556864491673,5690.437764439048,199.26112688492083,-3432.976345238102
181,2025-07-01,181,mean7_q80,mean7,0.8,343.39518571428596,8688.593517446172,8856.36689334262,438.8425440476191,-10532.221057142859
182,2025-07-02,182,mean7_q80,mean7,0.8,312.45928857142883,8140.5552257068675,11696.348100826479,585.4168373015875,-14050.004095238099
183,2025-07-03,183,mean7_q80,mean7,0.8,284.1193914285715,7942.447108828655,5032.385665414526,236.53479761904768,-5404.380067619048
184,2025-07-04,184,mean7_q80,mean7,0.8,260.4892628571426,7783.575203134452,7405.586604662854,408.96335182539667,-9815.12044380952
185,2025-07-05,185,mean7_q80,mean7,0.8,236.04290000000037,7750.875788843574,7135.299683547147,359.84928452380973,-8636.382828571433
186,2025-07-06,186,mean7_q80,mean7,0.8,206.5991057142855,7706.667706677179,8677.50892726905,207.4144620833333,-1434.7650842857122
187,2025-07-07,187,mean7_q80,mean7,0.8,188.05781142857128,7427.020577249614,6273.898346092377,302.5484515476189,-7200.150420952377
188,2025-07-08,188,mean7_q80,mean7,0.8,159.71888571428582,7222.550881290216,5341.963132856423,178.88901636904754,-2728.9008214285727
189,2025-07-09,189,mean7_q80,mean7,0.8,174.85285714285703,7061.722619010751,4079.685301562856,168.6582993055555,-3315.9305928571403
190,2025-07-10,190,mean7_q80,mean7,0.8,170.49290571428605,7040.887099975275,3658.6053037342886,194.0393545039685,-4585.257265238101
191,2025-07-11,191,mean7_q80,mean7,0.8,154.24138000000002,7003.507931011952,13254.23043198071,256.1362943650794,1853.0690485714279
192,2025-07-12,192,mean7_q80,mean7,0.8,151.43180571428567,7119.3691699503215,4306.368108064051,110.21856876984126,-789.4204057142827
193,2025-07-13,193,mean7_q80,mean7,0.8,154.11266000000006,7113.380743116623,6026.759715137381,319.18017236111115,-7622.526005238095
194,2025-07-14,194,mean7_q80,mean7,0.8,140.8937971428573,7035.160842716655,4224.900828281193,203.23679894841285,-4761.231113809528
195,2025-07-15,195,mean7_q80,mean7,0.8,137.2057857142859,6940.550772166153,8684.121717006901,265.33309216269845,-2083.9041642857196
196,2025-07-16,196,mean7_q80,mean7,0.8,133.52142857142917,7044.856528512565,4605.055090595476,177.99226904761923,-3313.0239523809596
197,2025-07-17,197,mean7_q80,mean7,0.8,128.1487714285715,7033.985143717728,5189.807150891191,140.77181031746028,-1614.0233476190463
