day_index,date,history_days_used,candidate,method,quantile,margin_kw,historical_score,realized_candidate_score,mae_kw,daily_energy_error_kwh
178,2025-06-28,178,mean7_q85,mean7,0.85,509.54871285714154,8739.507483752974,4475.888706475661,326.0963986607137,-7662.775474523792
179,2025-06-29,179,mean7_q85,mean7,0.85,493.72553571428506,8666.900489436866,7694.205257091422,302.4503607638885,-6155.919870238084
180,2025-06-30,180,mean7_q80,mean7,0.8,344.89321428571475,8777.307525572001,6043.0823013980935,199.26112688492083,-3432.976345238102
181,2025-07-01,181,mean7_q80,mean7,0.8,343.39518571428596,8819.260646638573,10079.612542178334,438.8425440476191,-10532.221057142859
182,2025-07-02,182,mean7_q80,mean7,0.8,312.45928857142883,8183.825786639392,12868.770570545765,585.4168373015875,-14050.004095238099
183,2025-07-03,183,mean7_q80,mean7,0.8,284.1193914285715,7958.241359397362,5705.006059585097,236.53479761904768,-5404.380067619048
184,2025-07-04,184,mean7_q80,mean7,0.8,260.4892628571426,7804.443427111316,5436.070680525236,408.96335182539667,-9815.12044380952
185,2025-07-05,185,mean7_q80,mean7,0.8,236.04290000000037,7660.760142350459,5619.587659357622,359.84928452380973,-8636.382828571433
186,2025-07-06,186,mean7_q80,mean7,0.8,206.5991057142855,7531.008358978213,10358.698795590095,207.4144620833333,-1434.7650842857122
187,2025-07-07,187,mean7_q80,mean7,0.8,188.05781142857128,7399.132326208636,6840.7634062447105,302.5484515476189,-7200.150420952377
188,2025-07-08,188,mean7_q80,mean7,0.8,159.71888571428582,7278.023659078443,5869.887888842375,178.88901636904754,-2728.9008214285727
189,2025-07-09,189,mean7_q80,mean7,0.8,174.85285714285703,7133.666442959217,4481.479869408094,168.6582993055555,-3315.9305928571403
190,2025-07-10,190,mean7_q80,mean7,0.8,170.49290571428605,7115.800151139043,3987.1310337899563,194.0393545039685,-4585.257265238101
191,2025-07-11,191,mean7_q80,mean7,0.8,154.24138000000002,7079.319326969594,11565.074881001998,256.1362943650794,1853.0690485714279
192,2025-07-12,192,mean7_q80,mean7,0.8,151.43180571428567,7098.151863960491,3607.700514432527,110.21856876984126,-789.4204057142827
193,2025-07-13,193,mean7_q80,mean7,0.8,154.11266000000006,7059.945368496148,6278.094080897904,319.18017236111115,-7622.526005238095
194,2025-07-14,194,mean7_q80,mean7,0.8,140.8937971428573,7043.219366830196,4566.076604166003,203.23679894841285,-4761.231113809528
195,2025-07-15,195,mean7_q80,mean7,0.8,137.2057857142859,7013.893452898151,10048.79027639571,265.33309216269845,-2083.9041642857196
196,2025-07-16,196,mean7_q80,mean7,0.8,133.52142857142917,7154.539609739333,5083.972576175952,177.99226904761923,-3313.0239523809596
197,2025-07-17,197,mean7_q80,mean7,0.8,128.1487714285715,7143.925520180366,5717.659020900239,140.77181031746028,-1614.0233476190463
198,2025-07-18,198,mean7_q80,mean7,0.8,126.57750000000004,6964.585620969211,9967.61181962761,181.31868015873002,2724.789980952378
